Date,Actual,Predicted,Signal
2024-08-30,0.3471539914608001,0.40191424,Hold
2024-08-31,0.3453519940376282,0.40225965,Buy
2024-09-01,0.331739991903305,0.40164968,Sell
2024-09-02,0.3359679877758026,0.39983276,Sell
2024-09-03,0.3185510039329529,0.39731717,Sell
2024-09-04,0.323523998260498,0.3937398,Sell
2024-09-05,0.3250620067119598,0.38967568,Sell
2024-09-06,0.3147180080413818,0.38547722,Sell
2024-09-07,0.3250730037689209,0.38099316,Sell
2024-09-08,0.3386589884757995,0.37685907,Sell
2024-09-09,0.3434059917926788,0.37368345,Sell
2024-09-10,0.3434770107269287,0.37158802,Sell
2024-09-11,0.3530539870262146,0.37044024,Sell
2024-09-12,0.3562929928302765,0.37042707,Sell
2024-09-13,0.3609000146389007,0.37141818,Buy
2024-09-14,0.3544799983501434,0.37331322,Buy
2024-09-15,0.3385230004787445,0.37558863,Buy
2024-09-16,0.3303059935569763,0.37745312,Buy
2024-09-17,0.3339129984378814,0.37857395,Buy
2024-09-18,0.3429360091686249,0.3791664,Buy
2024-09-19,0.3509449958801269,0.37964714,Buy
2024-09-20,0.3521139919757843,0.38033217,Buy
2024-09-21,0.3585759997367859,0.38121638,Buy
2024-09-22,0.3517720103263855,0.38247356,Buy
2024-09-23,0.3637309968471527,0.38373327,Buy
2024-09-24,0.3877330124378204,0.38538036,Buy
2024-09-25,0.3810830116271972,0.38815895,Buy
2024-09-26,0.401881992816925,0.39149156,Buy
2024-09-27,0.4023280143737793,0.39589354,Buy
2024-09-28,0.4010519981384277,0.40097734,Buy
2024-09-29,0.3975969851016998,0.40632942,Buy
2024-09-30,0.3732140064239502,0.41151765,Buy
2024-10-01,0.3524410128593445,0.41541487,Buy
2024-10-02,0.3440049886703491,0.41731134,Buy
2024-10-03,0.345236986875534,0.417206,Sell
2024-10-04,0.3513979911804199,0.41557407,Sell
2024-10-05,0.3507199883460998,0.41306588,Sell
2024-10-06,0.357230007648468,0.4099905,Sell
2024-10-07,0.3514670133590698,0.40688005,Sell
2024-10-08,0.3445169925689697,0.40369257,Sell
2024-10-09,0.3397020101547241,0.40033883,Sell
2024-10-10,0.3388899862766266,0.39682,Sell
2024-10-11,0.351184993982315,0.3932866,Sell
2024-10-12,0.3532150089740753,0.39034155,Sell
2024-10-13,0.348033994436264,0.38806713,Sell
2024-10-14,0.3638890087604522,0.3862287,Sell
2024-10-15,0.3585270047187805,0.38538373,Sell
2024-10-16,0.352524995803833,0.38515952,Sell
2024-10-17,0.3430320024490356,0.38519922,Buy
2024-10-18,0.3507100045681,0.38507193,Sell
2024-10-19,0.3516609966754913,0.38507468,Buy
2024-10-20,0.3648410141468048,0.3852074,Buy
2024-10-21,0.3609560132026672,0.38592237,Buy
2024-10-22,0.3638199865818023,0.38693464,Buy
2024-10-23,0.3486140072345733,0.3882448,Buy
2024-10-24,0.3463099896907806,0.38917002,Buy
2024-10-25,0.3244119882583618,0.3896499,Buy
2024-10-26,0.3333500027656555,0.388939,Sell
2024-10-27,0.3398720026016235,0.38763282,Sell
2024-10-28,0.3437960147857666,0.38616222,Sell
2024-10-29,0.3556509912014007,0.3847931,Sell
2024-10-30,0.3552640080451965,0.3840217,Sell
2024-10-31,0.3418450057506561,0.3837644,Sell
2024-11-01,0.3570899963378906,0.3834383,Sell
2024-11-02,0.3477709889411926,0.38361874,Buy
2024-11-03,0.3342849910259247,0.38384965,Buy
2024-11-04,0.3260189890861511,0.38360405,Sell
2024-11-05,0.3339239954948425,0.38266832,Sell
2024-11-06,0.3633230030536651,0.3815031,Sell
2024-11-07,0.4050129950046539,0.3812931,Sell
2024-11-08,0.4438149929046631,0.3834214,Buy
2024-11-09,0.4936800003051758,0.38881055,Buy
2024-11-10,0.5903090238571167,0.39848313,Buy
2024-11-11,0.6138079762458801,0.41487998,Buy
2024-11-12,0.5739179849624634,0.4369609,Buy
2024-11-13,0.5787749886512756,0.46109015,Buy
2024-11-14,0.5801159739494324,0.4858764,Buy
2024-11-15,0.6740599870681763,0.5100232,Buy
2024-11-16,0.7387340068817139,0.5362977,Buy
2024-11-17,0.7023249864578247,0.565735,Buy
2024-11-18,0.7345799803733826,0.5948822,Buy
2024-11-19,0.7396420240402222,0.6237979,Buy
2024-11-20,0.8003450036048889,0.6513272,Buy
2024-11-21,0.8204740285873413,0.67900157,Buy
2024-11-22,1.010422945022583,0.7062673,Buy
2024-11-23,1.066236972808838,0.74007195,Buy
2024-11-24,1.0231059789657593,0.7796469,Buy
2024-11-25,0.945689022541046,0.81985384,Buy
2024-11-26,0.9612320065498352,0.8550112,Buy
2024-11-27,1.0133459568023682,0.8849842,Buy
2024-11-28,1.0335079431533811,0.9114321,Buy
2024-11-29,1.0768580436706543,0.9344246,Buy
2024-11-30,1.0789419412612915,0.955335,Buy
2024-12-01,1.1552519798278809,0.9734412,Buy
2024-12-02,1.2017760276794434,0.99171704,Buy
2024-12-03,1.198125958442688,1.0109023,Buy
2024-12-04,1.1873199939727783,1.0293584,Buy
2024-12-05,1.184712052345276,1.0456402,Buy
2024-12-06,1.2311069965362549,1.0591055,Buy
2024-12-07,1.214195966720581,1.0715533,Buy
2024-12-08,1.1962909698486328,1.0815,Buy
2024-12-09,1.0075490474700928,1.0881232,Buy
2024-12-10,1.0201610326766968,1.0834663,Sell
2024-12-11,1.0888899564743042,1.0715022,Sell
2024-12-12,1.1250159740447998,1.0574622,Sell
2024-12-13,1.1196019649505615,1.0438945,Sell
2024-12-14,1.0605119466781616,1.031039,Sell
2024-12-15,1.1017080545425415,1.0168155,Sell
2024-12-16,1.0788559913635254,1.004189,Sell
2024-12-17,1.051524996757507,0.9922425,Sell
2024-12-18,0.9684200286865234,0.98025125,Sell
2024-12-19,0.8855019807815552,0.96525496,Sell
2024-12-20,0.9510110020637512,0.94530416,Sell
2024-12-21,0.9046940207481384,0.925563,Sell
2024-12-22,0.8829759955406189,0.9047969,Sell
2024-12-23,0.9242460131645204,0.88350284,Sell
2024-12-24,0.936460018157959,0.8647053,Sell
2024-12-25,0.916858971118927,0.8492206,Sell
2024-12-26,0.8597850203514099,0.8362422,Sell
2024-12-27,0.8747680187225342,0.82348216,Sell
2024-12-28,0.8878170251846313,0.8122761,Sell
2024-12-29,0.8586400151252747,0.80335295,Sell
2024-12-30,0.8600170016288757,0.79540503,Sell
2024-12-31,0.8437650203704834,0.7887488,Sell
2025-01-01,0.9175919890403748,0.78276026,Sell
2025-01-02,0.9613450169563292,0.7807809,Sell
2025-01-03,1.0903760194778442,0.78380865,Buy
2025-01-04,1.0714000463485718,0.7960904,Buy
2025-01-05,1.0934669971466064,0.81405085,Buy
2025-01-06,1.0941239595413208,0.83655465,Buy
2025-01-07,0.9920099973678588,0.86140746,Buy
2025-01-08,0.9480310082435608,0.88231444,Buy
2025-01-09,0.9059900045394896,0.8972671,Buy
2025-01-10,0.9314529895782472,0.90502,Buy
2025-01-11,0.9945240020751952,0.908009,Buy
2025-01-12,0.9685549736022948,0.9099175,Buy
2025-01-13,0.9447420239448548,0.90972406,Sell
2025-01-14,0.9949089884757996,0.907045,Sell
2025-01-15,1.0791540145874023,0.90488195,Sell
2025-01-16,1.0900989770889282,0.90680385,Buy
2025-01-17,1.1351219415664673,0.91210043,Buy
2025-01-18,1.10207200050354,0.92168176,Buy
2025-01-19,0.991191029548645,0.93250215,Buy
2025-01-20,1.0086439847946167,0.9388941,Buy
2025-01-21,1.004654049873352,0.9424517,Buy
2025-01-22,0.9816439747810364,0.9433361,Buy
2025-01-23,0.9874939918518066,0.94109076,Sell
2025-01-24,0.9714940190315248,0.9368586,Sell
2025-01-25,0.9772719740867616,0.93061125,Sell
2025-01-26,0.954855978488922,0.9234466,Sell
2025-01-27,0.9329429864883424,0.9149726,Sell
2025-01-28,0.9161149859428406,0.9050404,Sell
2025-01-29,0.9411270022392272,0.8938185,Sell
2025-01-30,0.9610139727592468,0.88328916,Sell
2025-01-31,0.9422289729118348,0.87463474,Sell
2025-02-01,0.8979439735412598,0.86702794,Sell
2025-02-02,0.8017399907112122,0.85875463,Sell
2025-02-03,0.8115590214729309,0.846328,Sell
2025-02-04,0.7463430166244507,0.83191484,Sell
2025-02-05,0.7332090139389038,0.8138721,Sell
2025-02-06,0.7050619721412659,0.7935265,Sell
2025-02-07,0.7070930004119873,0.77128303,Sell
2025-02-08,0.7018489837646484,0.74885523,Sell
2025-02-09,0.6827009916305542,0.72722757,Sell
2025-02-10,0.7106930017471313,0.7065511,Sell
2025-02-11,0.7793989777565002,0.6888516,Sell
2025-02-12,0.7992240190505981,0.6771609,Sell
2025-02-13,0.8107420206069946,0.67151,Sell
2025-02-14,0.8005070090293884,0.6713637,Sell
2025-02-15,0.7811099886894226,0.67510813,Buy
2025-02-16,0.772005021572113,0.68089974,Buy
2025-02-17,0.8080250024795532,0.6876094,Buy
2025-02-18,0.7523630261421204,0.6961989,Buy
2025-02-19,0.7729430198669434,0.7034692,Buy
2025-02-20,0.8044739961624146,0.7102891,Buy
2025-02-21,0.7613710165023804,0.717749,Buy
2025-02-22,0.7744519710540771,0.72353876,Buy
2025-02-23,0.7700409889221191,0.7283978,Buy
2025-02-24,0.6822019815444946,0.7321222,Buy
2025-02-25,0.6825820207595825,0.7311009,Sell
2025-02-26,0.6450380086898804,0.7266014,Sell
2025-02-27,0.6455850005149841,0.71805215,Sell
2025-02-28,0.6330509781837463,0.70690143,Sell
2025-03-01,0.6592649817466736,0.69380903,Sell
2025-03-02,1.1295030117034912,0.68101895,Sell
2025-03-03,0.8552640080451965,0.688725,Buy
2025-03-04,0.941277027130127,0.7003599,Buy
2025-03-05,0.9753559827804564,0.71856916,Buy
2025-03-06,0.9075520038604736,0.74226815,Buy
2025-03-07,0.8167999982833862,0.7660526,Buy
2025-03-08,0.8046919703483582,0.78472996,Buy
2025-03-09,0.7201489806175232,0.79790044,Buy
2025-03-10,0.6725969910621643,0.80236876,Buy
2025-03-11,0.722586989402771,0.797919,Sell
2025-03-12,0.7354440093040466,0.7890443,Sell
2025-03-13,0.7022889852523804,0.7777358,Sell
2025-03-14,0.738315999507904,0.7637945,Sell
2025-03-15,0.7482889890670776,0.7501872,Sell
2025-03-16,0.7057639956474304,0.73793364,Sell
2025-03-17,0.7180920243263245,0.72557324,Sell
2025-03-18,0.702081024646759,0.7143181,Sell
2025-03-19,0.7441999912261963,0.7037573,Sell
2025-03-20,0.7175170183181763,0.6960056,Sell
2025-03-21,0.7051169872283936,0.6896277,Sell
2025-03-22,0.7009410262107849,0.6841319,Sell
2025-03-23,0.7095080018043518,0.6793896,Sell
2025-03-24,0.7309949994087219,0.67579174,Sell
2025-03-25,0.745199978351593,0.67413116,Sell
2025-03-26,0.7280619740486145,0.67463523,Buy
2025-03-27,0.737671971321106,0.676088,Buy
2025-03-28,0.705551028251648,0.6786268,Buy
2025-03-29,0.6739220023155212,0.68052644,Buy
2025-03-30,0.6607080101966858,0.6805321,Buy
