Coin,RMSE,MAE,MAPE,R2
BETH-USD,195.4412002172492,144.21132772476946,11.548179961423179,0.38036707418664384
BTC-USD,3353.2958233660665,2836.9620901639346,4.506129187817399,0.22771574567869157
ADA-USD,0.045748609987333134,0.031742182911419475,11.690649884447465,0.6631566946219047
BCH-USD,24.254612919602327,19.360258008612963,8.455671222402653,0.5902566498767063
