Date,Actual,Predicted,Signal
2024-07-08,333.3305969238281,334.52362731933596,Hold
2024-07-09,331.0573425292969,339.57677490234374,Buy
2024-07-10,340.7474365234375,344.315009765625,Buy
2024-07-11,347.4631042480469,359.6463998413086,Buy
2024-07-12,368.7078552246094,370.13796478271485,Buy
2024-07-13,375.97796630859375,378.2746343994141,Buy
2024-07-14,376.9600830078125,396.3700360107422,Buy
2024-07-15,400.71929931640625,391.0925631713867,Sell
2024-07-16,387.09423828125,377.4609274291992,Sell
2024-07-17,375.7253112792969,378.8097885131836,Buy
2024-07-18,382.8452453613281,387.70916259765625,Buy
2024-07-19,391.8265380859375,398.1570281982422,Buy
2024-07-20,395.6181640625,395.5601159667969,Sell
2024-07-21,400.7705383300781,388.58683013916016,Sell
2024-07-22,385.781494140625,369.45328704833986,Sell
2024-07-23,366.49761962890625,361.33311279296873,Sell
2024-07-24,362.4208679199219,358.4539556884766,Sell
2024-07-25,361.60260009765625,366.7240072631836,Buy
2024-07-26,377.4776306152344,388.24532135009764,Buy
2024-07-27,392.1049499511719,408.3227172851563,Buy
2024-07-28,416.6730346679687,439.32292907714844,Buy
2024-07-29,439.7582702636719,438.0557864379883,Sell
2024-07-30,432.6112060546875,417.0260366821289,Sell
2024-07-31,414.818115234375,416.9972821044922,Sell
2024-08-01,413.147216796875,395.05317657470704,Sell
2024-08-02,381.5531005859375,365.11533905029296,Sell
2024-08-03,364.3846130371094,341.7234790039063,Sell
2024-08-04,331.857666015625,319.59376403808596,Sell
2024-08-05,309.95574951171875,315.5248080444336,Sell
2024-08-06,314.6262512207031,319.20689056396486,Buy
2024-08-07,312.33428955078125,340.2326025390625,Buy
2024-08-08,354.3216247558594,349.5180685424805,Buy
2024-08-09,347.96014404296875,353.51129669189453,Buy
2024-08-10,354.6650085449219,339.6587628173828,Sell
2024-08-11,330.2902526855469,344.21287811279296,Buy
2024-08-12,354.6017761230469,346.7847625732422,Buy
2024-08-13,351.9599609375,343.76768768310546,Sell
2024-08-14,338.1859436035156,335.770407409668,Sell
2024-08-15,334.6147155761719,339.1127584838867,Buy
2024-08-16,338.479248046875,339.275546875,Buy
2024-08-17,341.055419921875,335.62721282958984,Sell
2024-08-18,333.3903503417969,337.77198669433596,Buy
2024-08-19,338.10125732421875,335.4740573120117,Sell
2024-08-20,335.4502868652344,342.5618627929687,Buy
2024-08-21,349.2322082519531,349.00014068603514,Buy
2024-08-22,346.5582275390625,358.8966729736328,Buy
2024-08-23,365.1933898925781,364.08356231689453,Buy
2024-08-24,363.68023681640625,359.22223205566405,Sell
2024-08-25,356.3801574707031,346.7272415161133,Sell
2024-08-26,342.5382080078125,328.63946929931643,Sell
2024-08-27,324.7033996582031,322.32930358886716,Sell
2024-08-28,322.3939514160156,322.66049102783205,Buy
2024-08-29,322.449951171875,325.3336163330078,Buy
2024-08-30,325.16351318359375,324.00744689941405,Sell
2024-08-31,322.2494201660156,316.96550537109374,Sell
2024-09-01,312.7499694824219,322.8135461425781,Buy
2024-09-02,323.7297668457031,313.40436462402346,Sell
2024-09-03,309.1968078613281,311.19925598144533,Sell
2024-09-04,315.29083251953125,311.1010513305664,Sell
2024-09-05,307.4684143066406,299.40685180664065,Sell
2024-09-06,294.8648681640625,299.072958984375,Sell
2024-09-07,299.4573669433594,305.0736352539063,Buy
2024-09-08,305.2160949707031,316.59507934570314,Buy
2024-09-09,322.45269775390625,328.2845770263672,Buy
2024-09-10,329.6400451660156,333.3177331542969,Buy
2024-09-11,337.615966796875,333.7207992553711,Buy
2024-09-12,333.01947021484375,335.8589413452148,Buy
2024-09-13,335.8511047363281,331.06708465576173,Sell
2024-09-14,327.154296875,318.04621337890626,Sell
2024-09-15,316.6377258300781,316.4200747680664,Sell
2024-09-16,311.91546630859375,318.53161193847654,Buy
2024-09-17,314.1930236816406,322.88616241455077,Buy
2024-09-18,325.80963134765625,329.67323608398436,Buy
2024-09-19,340.2292175292969,336.8132263183594,Buy
2024-09-20,335.6577453613281,341.1839797973633,Buy
2024-09-21,345.7752380371094,346.03805572509765,Buy
2024-09-22,342.98187255859375,340.0638259887695,Sell
2024-09-23,342.42919921875,343.8381774902344,Buy
2024-09-24,348.152099609375,348.61677795410156,Buy
2024-09-25,343.22100830078125,351.35747192382814,Buy
2024-09-26,351.9991455078125,356.59733123779296,Buy
2024-09-27,359.0396728515625,354.1997198486328,Sell
2024-09-28,353.09991455078125,349.8823208618164,Sell
2024-09-29,352.8612365722656,342.16111358642576,Sell
2024-09-30,337.37799072265625,323.3958660888672,Sell
2024-10-01,318.2869873046875,318.2167779541016,Sell
2024-10-02,316.298095703125,321.0330920410156,Buy
2024-10-03,320.2301940917969,324.55766021728516,Buy
2024-10-04,324.7106018066406,322.4949304199219,Sell
2024-10-05,321.6606140136719,326.3311734008789,Buy
2024-10-06,324.4873352050781,326.65516174316406,Buy
2024-10-07,324.4577331542969,327.54623931884765,Buy
2024-10-08,328.7540283203125,323.8307000732422,Sell
2024-10-09,320.572509765625,326.001552734375,Buy
2024-10-10,322.5751647949219,326.85760681152345,Buy
2024-10-11,326.8042297363281,328.8097232055664,Buy
2024-10-12,329.4590759277344,326.2929818725586,Sell
2024-10-13,321.17864990234375,351.4221292114258,Buy
2024-10-14,368.0122985839844,360.0482147216797,Buy
2024-10-15,354.6675720214844,358.3997811889648,Sell
2024-10-16,365.4289245605469,367.87448028564455,Buy
2024-10-17,369.3623352050781,367.38918243408204,Sell
2024-10-18,367.1418151855469,364.0105081176758,Sell
2024-10-19,363.72308349609375,365.7389584350586,Buy
2024-10-20,369.35589599609375,366.1701910400391,Buy
2024-10-21,363.7775573730469,359.8339508056641,Sell
2024-10-22,357.16131591796875,350.0946899414063,Sell
2024-10-23,347.05072021484375,361.5979833984375,Buy
2024-10-24,367.38958740234375,356.2686193847656,Sell
2024-10-25,348.0643615722656,350.33302642822264,Sell
2024-10-26,347.7802429199219,351.55483489990235,Buy
2024-10-27,352.1592712402344,358.8304006958008,Buy
2024-10-28,365.2552185058594,374.8734649658203,Buy
2024-10-29,385.384521484375,377.2405938720703,Buy
2024-10-30,369.8304138183594,363.02303619384764,Sell
2024-10-31,358.219970703125,350.4900048828125,Sell
2024-11-01,349.5990295410156,352.32484283447263,Buy
2024-11-02,353.3771667480469,343.9554025268555,Sell
2024-11-03,340.2908935546875,330.1192926025391,Sell
2024-11-04,329.0894470214844,338.6414437866211,Buy
2024-11-05,343.36505126953125,364.90900787353513,Buy
2024-11-06,378.5013732910156,379.06749420166017,Buy
2024-11-07,377.6909484863281,380.8774682617188,Buy
2024-11-08,377.42822265625,397.25397033691405,Buy
2024-11-09,406.3508911132813,421.5376596069336,Buy
2024-11-10,442.1380310058594,460.6487503051758,Buy
2024-11-11,473.32672119140625,440.4047900390625,Sell
2024-11-12,434.3050231933594,434.8040869140625,Sell
2024-11-13,439.2732849121094,426.03697265625,Sell
2024-11-14,414.5817565917969,434.1998892211914,Buy
2024-11-15,433.191162109375,452.3274639892578,Buy
2024-11-16,462.042236328125,442.8910229492187,Sell
2024-11-17,432.03131103515625,449.26586364746095,Buy
2024-11-18,451.98638916015625,450.47184112548825,Buy
2024-11-19,447.0617980957031,442.7403643798828,Sell
2024-11-20,440.3277893066406,470.12503540039063,Buy
2024-11-21,486.0648498535156,478.2675451660156,Buy
2024-11-22,490.2834777832031,499.0816012573242,Buy
2024-11-23,509.9440612792969,509.6983950805664,Buy
2024-11-24,514.7054443359375,500.6620706176758,Sell
2024-11-25,491.65716552734375,500.083974609375,Sell
2024-11-26,492.5515441894531,515.4320446777343,Buy
2024-11-27,519.6979370117188,516.2706982421874,Buy
2024-11-28,511.92437744140625,516.0701553344727,Sell
2024-11-29,518.328369140625,522.4374716186524,Buy
2024-11-30,525.2651977539062,524.4953970336915,Buy
2024-12-01,532.6294555664062,534.2216412353515,Buy
2024-12-02,538.0313110351562,536.1819174194336,Buy
2024-12-03,538.0313110351562,537.8024108886718,Buy
2024-12-04,538.0313110351562,538.0150848388672,Buy
2024-12-05,538.0313110351562,538.1722009277344,Buy
2024-12-06,538.0313110351562,538.6969024658204,Buy
2024-12-07,538.0313110351562,539.512943725586,Buy
2024-12-08,538.0313110351562,547.6059869384766,Buy
2024-12-09,553.742919921875,523.3268914794921,Sell
2024-12-10,516.675048828125,530.1130404663086,Buy
2024-12-11,547.3112182617188,536.4755978393555,Buy
2024-12-12,539.8097534179688,541.0840802001953,Buy
2024-12-13,542.1737670898438,533.0429895019531,Sell
2024-12-14,534.1950073242188,541.1048504638671,Buy
2024-12-15,546.8533935546875,533.5740966796875,Sell
2024-12-16,537.910888671875,531.4088473510742,Sell
2024-12-17,529.7596435546875,501.0689129638672,Sell
2024-12-18,480.6501159667969,448.1716049194336,Sell
2024-12-19,440.0602722167969,447.714482421875,Sell
2024-12-20,448.8754577636719,453.85160095214843,Buy
2024-12-21,456.0484619140625,446.63874420166013,Sell
2024-12-22,445.06976318359375,456.01578338623045,Buy
2024-12-23,460.2939758300781,464.766037902832,Buy
2024-12-24,470.2679443359375,464.7920574951172,Buy
2024-12-25,465.3318786621094,447.72699096679685,Sell
2024-12-26,437.1010437011719,439.2464224243164,Sell
2024-12-27,440.2722473144531,446.7999676513672,Buy
2024-12-28,451.0380554199219,441.39668914794925,Sell
2024-12-29,438.50543212890625,443.0390167236328,Buy
2024-12-30,443.3424377441406,437.34102935791014,Sell
2024-12-31,433.8179931640625,445.1683221435547,Buy
2025-01-01,449.35986328125,457.38353454589844,Buy
2025-01-02,461.3688049316406,466.5291082763672,Buy
2025-01-03,473.068359375,474.3915719604492,Buy
2025-01-04,478.9778747558594,459.54371765136716,Sell
2025-01-05,470.9113464355469,466.3344934082031,Buy
2025-01-06,482.6858825683594,446.05009887695314,Sell
2025-01-07,437.4750061035156,435.5519497680664,Sell
2025-01-08,434.2833862304687,432.67070037841796,Sell
2025-01-09,421.61907958984375,445.2861636352539,Buy
2025-01-10,449.9591369628906,443.81574768066406,Sell
2025-01-11,440.8851318359375,447.90829315185545,Buy
2025-01-12,447.8367309570313,442.83058349609377,Sell
2025-01-13,428.0797119140625,439.5781518554688,Sell
2025-01-14,438.0751647949219,452.6585238647461,Buy
2025-01-15,461.0185546875,457.07255279541016,Buy
2025-01-16,461.8852233886719,476.36789947509766,Buy
2025-01-17,489.7207336425781,482.6955676269531,Buy
2025-01-18,466.13433837890625,437.4375634765625,Sell
2025-01-19,426.2817077636719,433.9834332275391,Sell
2025-01-20,431.2214965820313,443.69184356689453,Buy
2025-01-21,446.2886962890625,440.2484390258789,Sell
2025-01-22,434.7673950195313,441.88401916503904,Buy
2025-01-23,437.4604187011719,436.33834564208985,Sell
2025-01-24,431.7235412597656,440.2589270019531,Buy
2025-01-25,445.2803649902344,438.34044525146487,Sell
2025-01-26,425.595947265625,429.2725946044922,Sell
2025-01-27,426.9776611328125,418.20661712646483,Sell
2025-01-28,410.5862121582031,410.0930474853516,Sell
2025-01-29,414.92584228515625,432.14259063720704,Buy
2025-01-30,434.8733215332031,424.6340264892578,Sell
2025-01-31,424.243408203125,409.530207824707,Sell
2025-02-01,404.39166259765625,375.6534710693359,Sell
2025-02-02,359.7787780761719,348.4662045288086,Sell
2025-02-03,353.2078857421875,335.4758184814453,Sell
2025-02-04,330.6802978515625,327.14472106933596,Sell
2025-02-05,327.9939880371094,319.0173669433594,Sell
2025-02-06,315.9839782714844,320.11122436523436,Buy
2025-02-07,318.4578552246094,324.268056640625,Buy
2025-02-08,323.50653076171875,323.5057333374023,Sell
2025-02-09,324.8921203613281,326.39029083251955,Buy
2025-02-10,329.0276184082031,332.3338800048828,Buy
2025-02-11,331.39703369140625,338.9184240722656,Buy
2025-02-12,343.0455627441406,336.65509643554685,Sell
2025-02-13,335.3482360839844,338.8241177368164,Buy
2025-02-14,341.62628173828125,334.87963500976565,Sell
2025-02-15,332.8094177246094,331.95678771972655,Sell
2025-02-16,326.4682922363281,322.63292388916017,Sell
2025-02-17,323.638427734375,317.14984619140625,Sell
2025-02-18,315.83685302734375,321.4573004150391,Buy
2025-02-19,322.58984375,324.0429150390625,Buy
2025-02-20,326.0089416503906,319.49463623046876,Sell
2025-02-21,313.6491394042969,319.9102972412109,Buy
2025-02-22,320.9940490722656,325.4948260498047,Buy
2025-02-23,327.8842468261719,303.1261328125,Sell
2025-02-24,291.61492919921875,295.31582244873044,Sell
2025-02-25,291.6081237792969,295.27829803466796,Sell
2025-02-26,293.3774719238281,299.4801025390625,Buy
2025-02-27,296.6879577636719,306.49866943359376,Buy
2025-02-28,315.8653259277344,317.60932403564453,Buy
2025-03-01,311.22760009765625,326.6019723510742,Buy
