Coin,RMSE,MAE,MAPE,R2
BETH-USD,985.3827075968305,801.7606883294532,35.35031082770562,-1.8086953496176217
BTC-USD,13441.950022770387,10893.102562007754,12.900783226934841,0.4092162546051622
ADA-USD,0.2463422146787982,0.17830776148755223,24.5317334153238,0.013823890394586091
BCH-USD,94.69192772114043,73.76101041671924,17.856392331016167,-1.091846283654097
