Date,Actual,Forecast,Signal
2025-02-07,96529.0859375,79606.73337572883,Buy
2025-02-08,96482.453125,80023.89895488255,Buy
2025-02-09,96500.09375,79921.56348047321,Sell
2025-02-10,97437.5546875,80337.50176953452,Buy
2025-02-11,95747.4296875,80461.19436730635,Buy
2025-02-12,97885.859375,80688.39919543854,Buy
2025-02-13,96623.8671875,80682.27427345292,Sell
2025-02-14,97508.96875,81179.30163255084,Buy
2025-02-15,97580.3515625,80975.3257024689,Sell
2025-02-16,96175.03125,81345.7238172419,Buy
2025-02-17,95773.3828125,81545.85998228425,Buy
2025-02-18,95539.546875,81484.61905559998,Sell
2025-02-19,96635.609375,81903.44690323398,Buy
2025-02-20,98333.9375,81921.23695071545,Buy
2025-02-21,96125.546875,82047.96621911367,Buy
2025-02-22,96577.7578125,82436.54756376652,Buy
2025-02-23,96273.921875,82174.8631421194,Sell
2025-02-24,91418.171875,82667.67574339408,Buy
2025-02-25,88736.171875,82968.63211191051,Buy
2025-02-26,84347.0234375,82841.43119655718,Sell
2025-02-27,84704.2265625,83757.64930641372,Buy
2025-02-28,84373.0078125,83671.89849896189,Sell
2025-03-01,86031.9140625,84367.91893102601,Buy
2025-03-02,94248.3515625,84615.41084744662,Buy
2025-03-03,86065.671875,84443.19677961389,Sell
2025-03-04,87222.1953125,85846.92128631835,Buy
2025-03-05,90623.5625,84416.19603194768,Sell
2025-03-06,89961.7265625,85629.32842785551,Buy
2025-03-07,86742.671875,85957.15780194798,Buy
2025-03-08,86154.59375,85363.00265201624,Sell
2025-03-09,80601.0390625,86179.14535800826,Buy
2025-03-10,78532.0,86672.58196081399,Buy
2025-03-11,82862.2109375,86337.62071575838,Sell
2025-03-12,83722.359375,87134.59647281656,Buy
2025-03-13,81066.703125,87675.34450336578,Buy
2025-03-14,83969.1015625,87485.85408531221,Sell
2025-03-15,84343.109375,87714.41808022777,Buy
2025-03-16,82579.6875,88407.2778460338,Buy
2025-03-17,84075.6875,88148.79652304978,Sell
2025-03-18,82718.5,88321.17465373542,Buy
2025-03-19,86854.2265625,89012.49932154427,Buy
2025-03-20,84167.1953125,88328.66385953309,Sell
2025-03-21,84043.2421875,89409.4075640177,Buy
2025-03-22,83832.484375,88857.3557465263,Sell
2025-03-23,86054.375,89210.0771770238,Buy
2025-03-24,87498.9140625,89481.36174117353,Buy
2025-03-25,87471.703125,89365.21350766276,Sell
2025-03-26,86900.8828125,89606.63036056646,Buy
2025-03-27,87177.1015625,89625.4126512489,Buy
2025-03-28,84353.1484375,89623.01204043198,Sell
2025-03-29,82597.5859375,90067.20082547917,Buy
2025-03-30,82334.5234375,89929.94166323959,Sell
2025-03-31,82548.9140625,90292.51574910038,Buy
2025-04-01,85169.171875,90616.78030965371,Buy
2025-04-02,82485.7109375,90504.57701033195,Sell
2025-04-03,83102.828125,91227.96024220831,Buy
2025-04-04,83843.8046875,90790.4572506829,Sell
2025-04-05,83504.796875,91336.4678728969,Buy
2025-04-06,78214.484375,91571.639704743,Buy
2025-04-07,79235.3359375,91768.07183108735,Buy
2025-04-08,76271.953125,91706.74157438664,Sell
2025-04-09,82573.953125,92801.91187265649,Buy
2025-04-10,79626.140625,91935.29382723973,Sell
2025-04-11,83404.8359375,93474.71628047706,Buy
2025-04-12,85287.109375,92423.04744982145,Sell
2025-04-13,83684.9765625,93120.43661034075,Buy
2025-04-14,84542.390625,93443.74668971998,Buy
2025-04-15,83668.9921875,92691.77638861908,Sell
2025-04-16,84033.8671875,93654.15303456731,Buy
2025-04-17,84895.75,93298.1305327624,Sell
2025-04-18,84450.8046875,93342.4416602891,Buy
2025-04-19,85063.4140625,93873.6193806874,Buy
2025-04-20,85174.3046875,93486.2925613394,Sell
2025-04-21,87518.90625,93898.96286440501,Buy
2025-04-22,93441.890625,93950.93708828089,Buy
2025-04-23,93699.109375,93960.2902777763,Buy
2025-04-24,93943.796875,94220.82433616933,Buy
2025-04-25,94720.5,94234.00494398411,Buy
2025-04-26,94646.9296875,94382.2041917559,Buy
2025-04-27,93754.84375,94522.58886244903,Buy
2025-04-28,94978.75,94599.31372673235,Buy
2025-04-29,94284.7890625,94752.26963992763,Buy
2025-04-30,94207.3125,94858.98564159084,Buy
2025-05-01,96492.3359375,94975.7950217716,Buy
2025-05-02,96910.0703125,95108.67463089751,Buy
2025-05-03,95891.796875,95219.70880506767,Buy
2025-05-04,94315.9765625,95346.94612583784,Buy
2025-05-05,94748.0546875,95469.62159792472,Buy
2025-05-06,96802.4765625,95589.28749064684,Buy
2025-05-07,97032.3203125,95715.66168284825,Buy
2025-05-08,103241.4609375,95837.17533981174,Buy
2025-05-09,102970.8515625,95961.04822009007,Buy
2025-05-10,104696.328125,96085.73499459994,Buy
2025-05-11,104106.359375,96208.885040277,Buy
2025-05-12,102812.953125,96333.89126840717,Buy
2025-05-13,104169.8125,96458.31151589155,Buy
2025-05-14,103539.4140625,96582.91400581674,Buy
2025-05-15,103744.640625,96708.1891881998,Buy
2025-05-16,103489.2890625,96833.15665647767,Buy
2025-05-17,103191.0859375,96958.6027840509,Buy
2025-05-18,106446.0078125,97084.19722723679,Buy
2025-05-19,105606.1796875,97209.85538903164,Buy
2025-05-20,106791.0859375,97335.84401153444,Buy
2025-05-21,109678.078125,97461.91060126755,Buy
2025-05-22,111673.28125,97588.17764499335,Buy
2025-05-23,107287.796875,97714.64584510922,Buy
2025-05-24,107791.15625,97841.24237787175,Buy
2025-05-25,109035.390625,97968.04310863471,Buy
2025-05-26,109440.3671875,98095.00250474592,Buy
2025-05-27,108994.640625,98222.1260831629,Buy
2025-05-28,107802.328125,98349.43117675655,Buy
2025-05-29,105641.7578125,98476.89428444889,Buy
2025-05-30,103998.5703125,98604.53037626168,Buy
2025-05-31,104638.09375,98732.335200388,Buy
2025-06-01,105652.1015625,98860.30446218542,Buy
2025-06-02,105881.53125,98988.44475362844,Buy
2025-06-03,105432.46875,99116.75093594662,Buy
2025-06-04,104731.984375,99245.22481730554,Buy
2025-06-05,101575.953125,99373.86721542309,Buy
2025-06-06,104390.34375,99502.67628164343,Buy
2025-06-07,105615.625,99631.65371710109,Buy
2025-06-08,105793.6484375,99760.79888403644,Buy
2025-06-09,110294.1015625,99890.11179744099,Buy
2025-06-10,110257.234375,100019.59310325436,Buy
2025-06-11,108686.625,100149.2424373651,Buy
2025-06-12,105929.0546875,100279.06022746557,Buy
2025-06-13,106090.96875,100409.04662427747,Buy
2025-06-14,105472.40625,100539.20166871503,Buy
2025-06-15,105552.0234375,100669.52569705418,Buy
2025-06-16,106796.7578125,100800.01880155287,Buy
2025-06-17,104601.1171875,100930.68119365361,Buy
2025-06-18,104883.328125,101061.51310286831,Buy
2025-06-19,104684.2890625,101192.51468429813,Buy
2025-06-20,103309.6015625,101323.68617421256,Buy
2025-06-21,102257.40625,101455.0277695783,Buy
2025-06-22,100987.140625,101586.5396725636,Buy
2025-06-23,105577.7734375,101718.22210756033,Buy
2025-06-24,106045.6328125,101850.07527705713,Buy
2025-06-25,107361.2578125,101982.0993998015,Buy
2025-06-26,106960.0,102114.29469287276,Buy
2025-06-27,107088.4296875,102246.6613696607,Buy
2025-06-28,107327.703125,102379.19965158278,Buy
2025-06-29,108385.5703125,102511.90975601823,Buy
2025-06-30,107135.3359375,102644.7919027229,Buy
