Date,Predicted,Signal
2025-07-01,0.5752931194641892,Hold
2025-07-02,0.5752859012063755,Sell
2025-07-03,0.5730352057517528,Sell
2025-07-04,0.5721219518010574,Sell
2025-07-05,0.5737246015726235,Buy
2025-07-06,0.576819596984966,Buy
2025-07-07,0.5786647699248672,Buy
2025-07-08,0.5785296925489823,Sell
2025-07-09,0.5774491655799096,Sell
2025-07-10,0.5775082589239324,Buy
2025-07-11,0.5790906212037528,Buy
2025-07-12,0.581242209594397,Buy
2025-07-13,0.5823968503190753,Buy
2025-07-14,0.582391529757363,Sell
2025-07-15,0.582084635360067,Sell
2025-07-16,0.5826342964431435,Buy
2025-07-17,0.5840514340805185,Buy
2025-07-18,0.5855985437845724,Buy
2025-07-19,0.5864281366178351,Buy
2025-07-20,0.5866201163357653,Buy
2025-07-21,0.5867983396645372,Buy
2025-07-22,0.5875699217337437,Buy
2025-07-23,0.5888031277591289,Buy
2025-07-24,0.5899845992409725,Buy
2025-07-25,0.5906856174884171,Buy
2025-07-26,0.5910618767644725,Buy
2025-07-27,0.59152994779583,Buy
2025-07-28,0.5923841177659863,Buy
2025-07-29,0.593463543465927,Buy
2025-07-30,0.5944365842634942,Buy
