Coin,RMSE,MAE,MAPE,R2
BETH-USD,1146.6083247070749,997.8031948378084,41.841767083458834,-9.922709718334172
BTC-USD,7656.007242226785,5849.304076004606,5.549861176988656,-0.6212141206450854
ADA-USD,0.14236382572867282,0.11428201654624365,17.582755408191684,-2.7539127917068096
BCH-USD,177.09235605287265,152.82869400870234,37.178006743684946,-15.67866510351384
