Date,Actual,Predicted,Signal
2024-08-30,2524.773193359375,2670.043,Hold
2024-08-31,2517.292724609375,2661.821,Sell
2024-09-01,2425.538330078125,2652.3765,Sell
2024-09-02,2537.25830078125,2639.6199,Sell
2024-09-03,2417.7060546875,2628.2747,Sell
2024-09-04,2448.682861328125,2614.777,Sell
2024-09-05,2367.60009765625,2601.1355,Sell
2024-09-06,2224.994873046875,2585.4053,Sell
2024-09-07,2268.6064453125,2564.3433,Sell
2024-09-08,2293.82763671875,2541.3733,Sell
2024-09-09,2357.637451171875,2518.5378,Sell
2024-09-10,2386.74560546875,2498.57,Sell
2024-09-11,2339.260498046875,2482.3564,Sell
2024-09-12,2359.5947265625,2468.0972,Sell
2024-09-13,2443.793212890625,2456.3945,Sell
2024-09-14,2410.237060546875,2449.5068,Sell
2024-09-15,2319.560546875,2445.402,Sell
2024-09-16,2294.479248046875,2440.7214,Sell
2024-09-17,2339.29296875,2434.9233,Sell
2024-09-18,2369.427978515625,2429.7637,Sell
2024-09-19,2461.7314453125,2426.1277,Sell
2024-09-20,2554.9677734375,2426.5308,Buy
2024-09-21,2611.61083984375,2432.752,Buy
2024-09-22,2579.998291015625,2444.8188,Buy
2024-09-23,2646.548095703125,2459.8684,Buy
2024-09-24,2653.94775390625,2478.5483,Buy
2024-09-25,2578.73876953125,2499.4392,Buy
2024-09-26,2638.31982421875,2518.9158,Buy
2024-09-27,2690.408203125,2538.357,Buy
2024-09-28,2679.743408203125,2558.6116,Buy
2024-09-29,2644.88671875,2578.4426,Buy
2024-09-30,2600.7236328125,2596.2131,Buy
2024-10-01,2451.7822265625,2610.486,Buy
2024-10-02,2366.98681640625,2617.1465,Buy
2024-10-03,2349.819580078125,2615.3308,Sell
2024-10-04,2413.435302734375,2606.7717,Sell
2024-10-05,2410.873046875,2595.4973,Sell
2024-10-06,2439.311767578125,2582.629,Sell
2024-10-07,2416.478759765625,2570.0156,Sell
2024-10-08,2438.393798828125,2557.444,Sell
2024-10-09,2370.791259765625,2546.0825,Sell
2024-10-10,2379.755615234375,2534.009,Sell
2024-10-11,2432.946533203125,2522.1143,Sell
2024-10-12,2474.5810546875,2512.3691,Sell
2024-10-13,2464.021728515625,2505.8281,Sell
2024-10-14,2621.707763671875,2501.59,Sell
2024-10-15,2604.12109375,2503.9578,Buy
2024-10-16,2592.9609375,2510.6328,Buy
2024-10-17,2596.3203125,2519.9204,Buy
2024-10-18,2640.254638671875,2530.8557,Buy
2024-10-19,2637.28955078125,2543.876,Buy
2024-10-20,2742.489013671875,2557.845,Buy
2024-10-21,2665.955322265625,2575.144,Buy
2024-10-22,2615.8828125,2592.0012,Buy
2024-10-23,2500.76171875,2606.3875,Buy
2024-10-24,2532.592529296875,2614.8962,Buy
2024-10-25,2432.0595703125,2619.65,Buy
2024-10-26,2476.089111328125,2618.3977,Sell
2024-10-27,2501.956298828125,2614.0962,Sell
2024-10-28,2560.1962890625,2608.516,Sell
2024-10-29,2639.61083984375,2604.0315,Sell
2024-10-30,2653.408203125,2603.0068,Sell
2024-10-31,2507.59716796875,2605.0935,Buy
2024-11-01,2509.633544921875,2605.0693,Sell
2024-11-02,2489.23291015625,2603.5105,Sell
2024-11-03,2449.88134765625,2600.2007,Sell
