Coin,RMSE,MAE,MAPE,R2
BETH-USD,204.0454496443514,144.98653624487704,11.547015406324707,0.3246077492561128
BTC-USD,2871.949113784262,2368.2592213114754,3.929987166454824,0.4335169422276062
ADA-USD,0.04396839036201979,0.03230479213057971,11.973240148397688,0.6888618624220264
BCH-USD,22.029876793105903,18.7240710649334,9.008920055801664,0.6619761419143588
