Date,Actual,Predicted,sentiment_score,Model,Coin,EnhancedSignal
2025-06-14 00:00:00.000000000,2528.37451171875,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-15 00:00:00.000000000,2547.052734375,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-16 00:00:00.000000000,2547.370361328125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-17 00:00:00.000000000,2510.617431640625,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-18 00:00:00.000000000,2531.948486328125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-19 00:00:00.000000000,2531.0673828125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-20 00:00:00.000000000,2405.782470703125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-21 00:00:00.000000000,2284.400146484375,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-22 00:00:00.000000000,2227.04150390625,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-23 00:00:00.000000000,2415.7021484375,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-24 00:00:00.000000000,2445.103515625,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-25 00:00:00.000000000,2417.139404296875,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-26 00:00:00.000000000,2426.7578125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-27 00:00:00.000000000,2420.670166015625,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-28 00:00:00.000000000,2435.58642578125,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-29 00:00:00.000000000,2504.0712890625,1587.81298828125,,ARIMA,STETH-USD,Sell
2025-06-30 00:00:00.000000000,2485.658935546875,1587.81298828125,,ARIMA,STETH-USD,Sell
1970-01-01 00:00:00.000000000,96492.3359375,94384.22,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000001,96910.0703125,94909.5,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000002,95891.796875,95421.61,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000003,94315.9765625,95877.625,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000004,94748.0546875,96236.24,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000005,96802.4765625,96529.37,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000006,97032.3203125,96822.43,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000007,103241.4609375,97107.01,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000008,102970.8515625,97550.45,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000009,104696.328125,98065.484,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000010,104106.359375,98663.305,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000011,102812.953125,99274.73,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000012,104169.8125,99838.836,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000013,103539.4140625,100388.61,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000014,103744.640625,100885.0,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000015,103489.2890625,101333.59,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000016,103191.0859375,101724.07,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000017,106446.0078125,102052.48,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000018,105606.1796875,102414.91,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000019,106791.0859375,102754.54,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000020,109678.078125,103102.734,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000021,111673.28125,103517.05,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000022,107287.796875,104005.8,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000023,107791.15625,104405.47,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000024,109035.390625,104757.66,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000025,109440.3671875,105091.54,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000026,108994.640625,105406.75,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000027,107802.328125,105684.74,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000028,105641.7578125,105896.96,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000029,103998.5703125,106002.55,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000030,104638.09375,105993.77,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000031,105652.1015625,105927.766,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000032,105881.53125,105848.78,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000033,105432.46875,105767.625,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000034,104731.984375,105676.78,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000035,101575.953125,105566.28,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000036,104390.34375,105364.15,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000037,105615.625,105192.11,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000038,105793.6484375,105068.49,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000039,110294.1015625,104986.09,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000040,110257.234375,105056.09,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000041,108686.625,105212.49,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000042,105929.0546875,105383.97,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000043,106090.96875,105490.87,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000044,105472.40625,105561.12,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000045,105552.0234375,105583.66,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000046,106796.7578125,105576.43,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000047,104601.1171875,105581.29,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000048,104883.328125,105531.68,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000049,104684.2890625,105462.53,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000050,103309.6015625,105374.7,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000051,102257.40625,105241.45,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000052,100987.140625,105058.14,,LSTM,BTC-USD,Buy
1970-01-01 00:00:00.000000053,105577.7734375,104815.31,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000054,106045.6328125,104667.625,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000055,107361.2578125,104588.02,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000056,106960.0,104596.01,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000057,107088.4296875,104649.625,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000058,107327.703125,104738.34,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000059,108385.5703125,104853.22,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000060,107135.3359375,105008.74,,LSTM,BTC-USD,Sell
1970-01-01 00:00:00.000000000,361.1256103515625,365.49725,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000001,382.875244140625,367.2383,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000002,363.1204833984375,369.34378,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000003,356.1300659179687,371.05347,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000004,353.4871520996094,372.22324,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000005,373.054443359375,372.8778,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000006,383.2935791015625,373.7038,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000007,421.63098144531256,374.91675,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000008,412.3817443847656,377.50607,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000009,430.88146972656256,380.72598,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000010,408.0454406738281,384.86768,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000011,410.6682434082031,388.83423,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000012,411.2953491210937,392.62924,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000013,402.6856689453125,396.16626,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000014,395.6918334960938,399.11996,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000015,395.8854064941406,401.33524,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000016,391.9806213378906,402.9414,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000017,406.8180847167969,403.92426,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000018,392.8945007324219,404.87473,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000019,394.0870361328125,405.3293,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000020,407.5686645507813,405.4674,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000021,443.9219970703125,405.7776,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000022,425.5870971679687,407.2975,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000023,421.8962097167969,409.0522,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000024,422.8595275878906,410.84155,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000025,415.6390075683594,412.6217,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000026,414.824462890625,414.10245,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000027,419.5234069824219,415.29346,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000028,409.21942138671864,416.37146,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000029,399.1341552734375,417.00296,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000030,414.50787353515625,416.99228,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000031,403.7017517089844,416.9985,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000032,403.91656494140625,416.65967,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000033,400.9271240234375,416.1102,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000034,401.0262756347656,415.33405,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000035,385.5867309570313,414.42874,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000036,396.12689208984375,412.9893,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000037,409.3663635253906,411.55612,,LSTM,BCH-USD,Buy
1970-01-01 00:00:00.000000038,411.2310791015625,410.56427,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000039,425.5355224609375,409.97372,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000040,437.98931884765625,410.13992,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000041,428.98236083984375,411.21875,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000042,425.6308898925781,412.63818,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000043,448.6900329589844,414.16824,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000044,430.8078918457031,416.4342,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000045,460.8656921386719,418.56543,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000046,466.32757568359375,421.4844,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000047,463.83648681640625,424.9919,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000048,459.44927978515625,428.726,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000049,498.56549072265625,432.36105,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000050,473.8587646484375,437.02454,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000051,466.2036437988281,441.419,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000052,455.07818603515625,445.2788,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000053,463.4538269042969,448.2662,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000054,453.8330078125,450.79285,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000055,482.22125244140625,452.5657,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000056,489.6326599121094,454.64987,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000057,505.1834411621094,457.05923,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000058,491.9881896972656,460.11096,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000059,503.7851257324219,463.07483,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000060,506.029052734375,466.28476,,LSTM,BCH-USD,Sell
1970-01-01 00:00:00.000000000,14.75207805633545,14.520118,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000001,14.6611967086792,14.6012745,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000002,14.260993003845217,14.652397,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000003,13.859743118286133,14.660167,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000004,13.646458625793455,14.616497,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000005,13.830133438110352,14.526658,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000006,13.819287300109863,14.415749,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000007,15.84982490539551,14.295095,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000008,16.011110305786133,14.268811,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000009,17.34076690673828,14.324605,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000010,17.063989639282227,14.504549,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000011,16.732389450073242,14.756837,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000012,17.432764053344727,15.034287,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000013,17.01301383972168,15.347757,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000014,16.003477096557617,15.648665,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000015,15.755204200744627,15.872451,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000016,15.320246696472168,16.01167,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000017,15.922525405883786,16.056152,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000018,15.799415588378906,16.056086,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000019,15.6917085647583,16.01657,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000020,16.12407684326172,15.946058,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000021,16.736061096191406,15.878422,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000022,15.521185874938965,15.847245,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000023,15.355583190917969,15.787053,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000024,15.526289939880373,15.701454,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000025,15.527997970581056,15.60858,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000026,15.918099403381348,15.514891,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000027,15.665416717529297,15.444636,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000028,15.040348052978516,15.383842,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000029,13.899076461791992,15.303898,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000030,13.976826667785645,15.15923,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000031,14.062182426452637,14.977129,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000032,14.092877388000488,14.780122,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000033,14.115714073181152,14.584758,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000034,13.850793838500977,14.403381,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000035,12.922351837158203,14.231015,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000036,13.581302642822266,14.032574,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000037,13.836443901062012,13.855364,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000038,13.717120170593262,13.715106,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000039,14.361599922180176,13.605609,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000040,15.42764377593994,13.554846,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000041,14.90967082977295,13.600289,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000042,14.025967597961426,13.6933,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000043,13.436464309692385,13.77626,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000044,13.166606903076172,13.8179245,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000045,13.296910285949709,13.811586,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000046,13.574793815612791,13.774244,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000047,13.007805824279783,13.728373,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000048,13.103866577148438,13.653701,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000049,13.074892044067385,13.566629,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000050,12.51447582244873,13.47416,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000051,11.985239028930664,13.358062,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000052,11.652458190917969,13.207031,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000053,12.874313354492188,13.022972,,LSTM,LINK-USD,Buy
1970-01-01 00:00:00.000000054,13.408498764038086,12.878027,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000055,13.136893272399902,12.795449,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000056,12.929868698120115,12.754223,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000057,13.060314178466797,12.7375,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000058,13.39917278289795,12.745114,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000059,13.725419998168944,12.78499,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000060,13.38076400756836,12.861468,,LSTM,LINK-USD,Sell
1970-01-01 00:00:00.000000000,1838.02490234375,1772.3138,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000001,1840.4903564453125,1785.0862,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000002,1833.3559570312505,1797.6936,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000003,1807.314453125,1809.6753,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000004,1818.1815185546875,1820.2195,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000005,1815.1612548828125,1829.572,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000006,1815.1065673828125,1837.6704,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000007,2204.305908203125,1844.5809,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000008,2343.02587890625,1859.603,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000009,2585.2119140625,1884.301,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000010,2506.301025390625,1922.0267,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000011,2490.2138671875,1967.2295,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000012,2680.330322265625,2016.4668,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000013,2607.80029296875,2071.817,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000014,2538.4365234375,2128.479,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000015,2542.064697265625,2182.651,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000016,2472.54296875,2233.181,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000017,2489.890869140625,2277.5613,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000018,2526.51171875,2316.2332,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000019,2518.09130859375,2350.268,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000020,2551.167236328125,2379.6118,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000021,2657.6962890625,2405.416,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000022,2517.80810546875,2430.5088,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000023,2527.821044921875,2450.9844,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000024,2549.341552734375,2467.6548,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000025,2558.304931640625,2481.4448,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000026,2662.620849609375,2492.8953,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000027,2675.7807617187505,2504.896,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000028,2628.461669921875,2517.388,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000029,2526.2294921875,2528.8171,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000030,2528.205078125,2536.57,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000031,2533.2666015625,2541.287,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000032,2607.9233398437495,2543.5974,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000033,2590.1240234374995,2545.874,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000034,2608.58837890625,2547.6575,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000035,2418.300048828125,2549.557,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000036,2477.1279296875,2546.7468,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000037,2521.41845703125,2541.8828,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000038,2508.540771484375,2536.5984,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000039,2678.247802734375,2530.8638,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000040,2807.717529296875,2529.2727,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000041,2775.148193359375,2534.2112,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000042,2650.49560546875,2543.3308,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000043,2577.36962890625,2552.336,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000044,2528.37451171875,2559.0796,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000045,2547.052734375,2562.4968,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000046,2547.3703613281255,2563.6055,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000047,2510.617431640625,2562.856,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000048,2531.948486328125,2559.8,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000049,2531.0673828125,2555.6313,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000050,2405.782470703125,2550.729,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000051,2284.400146484375,2542.3152,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000052,2227.04150390625,2528.437,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000053,2415.7021484375,2509.272,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000054,2445.103515625,2491.2598,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000055,2417.139404296875,2475.4294,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000056,2426.7578125,2461.2239,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000057,2420.670166015625,2449.0127,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000058,2435.58642578125,2438.5479,,LSTM,STETH-USD,Buy
1970-01-01 00:00:00.000000059,2504.0712890625,2430.093,,LSTM,STETH-USD,Sell
1970-01-01 00:00:00.000000060,2485.658935546875,2425.114,,LSTM,STETH-USD,Sell
2025-04-19 00:00:00.000000000,85174.3046875,83884.55285502103,,RF,BTC-USD,Sell
2025-04-20 00:00:00.000000000,87518.90625,84237.69041158474,,RF,BTC-USD,Sell
2025-04-21 00:00:00.000000000,93441.890625,87095.12442354347,,RF,BTC-USD,Sell
2025-04-22 00:00:00.000000000,93699.109375,90074.45263534904,,RF,BTC-USD,Sell
2025-04-23 00:00:00.000000000,93943.796875,93210.23136979168,,RF,BTC-USD,Sell
2025-04-24 00:00:00.000000000,94720.5,95357.28833606154,,RF,BTC-USD,Buy
2025-04-25 00:00:00.000000000,94646.9296875,96307.2128350595,,RF,BTC-USD,Buy
2025-04-26 00:00:00.000000000,93754.84375,95856.95105035276,,RF,BTC-USD,Buy
2025-04-27 00:00:00.000000000,94978.75,94712.08649233416,,RF,BTC-USD,Sell
2025-04-28 00:00:00.000000000,94284.7890625,96144.36582965685,,RF,BTC-USD,Buy
2025-04-29 00:00:00.000000000,94207.3125,96459.49523927928,,RF,BTC-USD,Buy
2025-04-30 00:00:00.000000000,96492.3359375,96280.8635501839,,RF,BTC-USD,Sell
2025-05-01 00:00:00.000000000,96910.0703125,98469.1132839269,,RF,BTC-USD,Buy
2025-05-02 00:00:00.000000000,95891.796875,98052.84207504425,,RF,BTC-USD,Buy
2025-05-03 00:00:00.000000000,94315.9765625,96856.32250877933,,RF,BTC-USD,Buy
2025-05-04 00:00:00.000000000,94748.0546875,96514.19697873862,,RF,BTC-USD,Buy
2025-05-05 00:00:00.000000000,96802.4765625,96321.44455255114,,RF,BTC-USD,Sell
2025-05-06 00:00:00.000000000,97032.3203125,98020.80671804908,,RF,BTC-USD,Buy
2025-05-07 00:00:00.000000000,103241.4609375,97179.69051756126,,RF,BTC-USD,Sell
2025-05-08 00:00:00.000000000,102970.8515625,101241.43981203497,,RF,BTC-USD,Sell
2025-05-09 00:00:00.000000000,104696.328125,103169.88063194684,,RF,BTC-USD,Sell
2025-05-10 00:00:00.000000000,104106.359375,104872.10300260416,,RF,BTC-USD,Buy
2025-05-11 00:00:00.000000000,102812.953125,103216.70699476304,,RF,BTC-USD,Buy
2025-05-12 00:00:00.000000000,104169.8125,102520.44632777089,,RF,BTC-USD,Sell
2025-05-13 00:00:00.000000000,103539.4140625,103728.60626339288,,RF,BTC-USD,Buy
2025-05-14 00:00:00.000000000,103744.640625,103528.14908423478,,RF,BTC-USD,Sell
2025-05-15 00:00:00.000000000,103489.2890625,102798.5679908568,,RF,BTC-USD,Sell
2025-05-16 00:00:00.000000000,103191.0859375,102731.51870700264,,RF,BTC-USD,Sell
2025-05-17 00:00:00.000000000,106446.0078125,102628.20048434638,,RF,BTC-USD,Sell
2025-05-18 00:00:00.000000000,105606.1796875,103666.9311904762,,RF,BTC-USD,Sell
2025-05-19 00:00:00.000000000,106791.0859375,101790.14015104168,,RF,BTC-USD,Sell
2025-05-20 00:00:00.000000000,109678.078125,102356.179765625,,RF,BTC-USD,Sell
2025-05-21 00:00:00.000000000,111673.28125,102424.749765625,,RF,BTC-USD,Sell
2025-05-22 00:00:00.000000000,107287.796875,102508.6024609375,,RF,BTC-USD,Sell
2025-05-23 00:00:00.000000000,107791.15625,101789.868546875,,RF,BTC-USD,Sell
2025-05-24 00:00:00.000000000,109035.390625,102669.20061718753,,RF,BTC-USD,Sell
