Date,Open,High,Low,Close,Volume,Coin
2024-09-08,2270.206787109375,2327.767578125,2243.324951171875,2294.930419921875,89507866.0,STETH-USD
2024-09-09,2294.930419921875,2372.2529296875,2275.4560546875,2358.85302734375,44981937.0,STETH-USD
2024-09-10,2358.85302734375,2389.687255859375,2326.752197265625,2382.64892578125,42236134.0,STETH-USD
2024-09-11,2382.64892578125,2389.027587890625,2282.958984375,2341.5263671875,35206877.0,STETH-USD
2024-09-12,2341.5263671875,2385.1689453125,2319.44384765625,2360.172119140625,39203889.0,STETH-USD
2024-09-13,2360.172119140625,2455.46044921875,2337.3193359375,2442.921142578125,36609482.0,STETH-USD
2024-09-14,2442.99853515625,2443.00732421875,2401.00341796875,2417.14990234375,19688398.0,STETH-USD
2024-09-15,2417.14990234375,2426.920654296875,2302.790283203125,2319.1748046875,21159077.0,STETH-USD
2024-09-16,2319.4560546875,2326.330078125,2259.10302734375,2291.129150390625,58735225.0,STETH-USD
2024-09-17,2291.127197265625,2383.322021484375,2263.42578125,2336.424072265625,60259365.0,STETH-USD
2024-09-18,2336.424072265625,2360.946044921875,2281.865234375,2360.9130859375,59971337.0,STETH-USD
2024-09-19,2361.03076171875,2483.138916015625,2361.03076171875,2464.095458984375,63233659.0,STETH-USD
2024-09-20,2464.095458984375,2569.00048828125,2443.4267578125,2556.097412109375,34345975.0,STETH-USD
2024-09-21,2556.097412109375,2618.87353515625,2530.97900390625,2617.14404296875,18043705.0,STETH-USD
2024-09-22,2617.0908203125,2622.246337890625,2536.17724609375,2580.934326171875,24650880.0,STETH-USD
2024-09-23,2580.94384765625,2692.05126953125,2549.658935546875,2648.2705078125,39768779.0,STETH-USD
2024-09-24,2648.272705078125,2668.883056640625,2603.618896484375,2656.958984375,31309287.0,STETH-USD
2024-09-25,2656.958984375,2667.010986328125,2563.077392578125,2577.81591796875,30841741.0,STETH-USD
2024-09-26,2577.81591796875,2661.557861328125,2571.395263671875,2632.217041015625,29778099.0,STETH-USD
2024-09-27,2632.217041015625,2721.340087890625,2617.356689453125,2695.804443359375,30880227.0,STETH-USD
2024-09-28,2695.804443359375,2701.18505859375,2656.283935546875,2672.630615234375,31232821.0,STETH-USD
2024-09-29,2672.630615234375,2677.45947265625,2636.260986328125,2656.68603515625,31034199.0,STETH-USD
2024-09-30,2656.68603515625,2658.520751953125,2586.17919921875,2602.727783203125,45580321.0,STETH-USD
2024-10-01,2602.727783203125,2649.552978515625,2421.083984375,2449.16259765625,59843617.0,STETH-USD
2024-10-02,2449.16259765625,2493.946044921875,2355.02001953125,2366.608642578125,75781582.0,STETH-USD
2024-10-03,2366.608642578125,2399.053955078125,2311.83056640625,2348.483154296875,50296168.0,STETH-USD
2024-10-04,2348.483154296875,2436.698486328125,2340.86865234375,2414.410888671875,37957459.0,STETH-USD
2024-10-05,2414.410888671875,2426.044677734375,2390.677734375,2414.23291015625,17079794.0,STETH-USD
2024-10-06,2414.23291015625,2452.093017578125,2407.00634765625,2437.518798828125,12625137.0,STETH-USD
2024-10-07,2437.518798828125,2513.892333984375,2424.6142578125,2424.6142578125,55055755.0,STETH-USD
2024-10-08,2424.72216796875,2451.45166015625,2409.560546875,2443.497314453125,65761882.0,STETH-USD
2024-10-09,2438.235595703125,2464.137451171875,2353.87744140625,2366.693359375,50069310.0,STETH-USD
2024-10-10,2366.693359375,2411.90185546875,2333.331298828125,2378.941650390625,35581419.0,STETH-USD
2024-10-11,2378.941650390625,2465.314453125,2378.06494140625,2435.90869140625,30333079.0,STETH-USD
2024-10-12,2435.90869140625,2482.541015625,2435.083251953125,2476.458251953125,35373314.0,STETH-USD
2024-10-13,2476.458251953125,2481.322021484375,2437.315673828125,2465.364501953125,15030539.0,STETH-USD
2024-10-14,2465.364501953125,2648.9384765625,2449.83203125,2628.402099609375,81583930.0,STETH-USD
2024-10-15,2628.384033203125,2673.2265625,2553.38134765625,2602.862548828125,41588509.0,STETH-USD
2024-10-16,2602.862548828125,2641.886962890625,2590.0419921875,2610.056640625,42007348.0,STETH-USD
2024-10-17,2610.054931640625,2644.359619140625,2586.325439453125,2601.403564453125,33440198.0,STETH-USD
2024-10-18,2601.490478515625,2670.8291015625,2595.63134765625,2640.741455078125,30319246.0,STETH-USD
2024-10-19,2640.741455078125,2657.5849609375,2630.8720703125,2649.075439453125,19797771.0,STETH-USD
2024-10-20,2649.075439453125,2750.1376953125,2636.8525390625,2743.870361328125,34148732.0,STETH-USD
2024-10-21,2743.875244140625,2763.236328125,2656.8349609375,2666.285888671875,56831181.0,STETH-USD
2024-10-22,2666.285888671875,2667.9892578125,2608.051025390625,2618.4248046875,37301465.0,STETH-USD
2024-10-23,2618.4248046875,2622.825439453125,2461.450439453125,2508.86181640625,51396892.0,STETH-USD
2024-10-24,2522.212646484375,2555.554931640625,2509.395751953125,2532.318603515625,76613384.0,STETH-USD
2024-10-25,2532.311279296875,2556.9228515625,2383.41015625,2428.26025390625,52761841.0,STETH-USD
2024-10-26,2428.572021484375,2495.654541015625,2427.85009765625,2479.621826171875,24616618.0,STETH-USD
2024-10-27,2479.621826171875,2517.851318359375,2463.611083984375,2507.42041015625,21274473.0,STETH-USD
2024-10-28,2507.42041015625,2577.914306640625,2472.921630859375,2565.07568359375,38670705.0,STETH-USD
2024-10-29,2565.07568359375,2673.1416015625,2560.19970703125,2634.832763671875,57052777.0,STETH-USD
2024-10-30,2634.872314453125,2714.115478515625,2606.00537109375,2656.135009765625,45560184.0,STETH-USD
2024-10-31,2655.91015625,2667.01416015625,2503.8359375,2514.955078125,32254871.0,STETH-USD
2024-11-01,2514.955078125,2579.647705078125,2476.052978515625,2512.095947265625,59238262.0,STETH-USD
2024-11-02,2512.105712890625,2521.41064453125,2476.73828125,2489.240234375,21976222.0,STETH-USD
2024-11-03,2489.240234375,2493.995361328125,2416.595947265625,2455.124755859375,28927991.0,STETH-USD
2024-11-04,2455.124755859375,2485.30029296875,2361.214111328125,2395.390625,30172909.0,STETH-USD
2024-11-05,2395.390625,2476.02099609375,2382.16943359375,2423.901611328125,42404686.0,STETH-USD
2024-11-06,2423.908935546875,2737.391357421875,2421.93115234375,2721.416015625,63975521.0,STETH-USD
2024-11-07,2721.226806640625,2914.557861328125,2703.448486328125,2895.16845703125,58667902.0,STETH-USD
2024-11-08,2895.16845703125,2967.88818359375,2892.763671875,2959.96875,205408969.0,STETH-USD
2024-11-09,2959.96875,3151.7685546875,2958.588623046875,3131.31201171875,30348238.0,STETH-USD
2024-11-10,3131.31201171875,3240.742919921875,3107.378173828125,3189.29833984375,70438048.0,STETH-USD
2024-11-11,3189.29833984375,3396.35107421875,3113.459228515625,3374.678466796875,92749255.0,STETH-USD
2024-11-12,3374.079345703125,3432.049560546875,3215.801513671875,3249.96923828125,93332926.0,STETH-USD
2024-11-13,3249.96923828125,3331.088623046875,3120.476806640625,3187.377685546875,60859224.0,STETH-USD
2024-11-14,3187.402099609375,3235.58154296875,3035.677001953125,3052.011962890625,109007477.0,STETH-USD
2024-11-15,3052.15771484375,3124.0751953125,3015.025634765625,3096.156005859375,102396047.0,STETH-USD
2024-11-16,3086.28369140625,3211.104248046875,3071.615966796875,3131.72216796875,86216124.0,STETH-USD
2024-11-17,3131.724853515625,3155.057861328125,3042.4013671875,3075.1669921875,103864245.0,STETH-USD
2024-11-18,3075.1669921875,3218.788330078125,3052.37744140625,3205.973876953125,97764327.0,STETH-USD
2024-11-19,3206.19384765625,3217.906982421875,3072.46728515625,3110.5634765625,75278013.0,STETH-USD
2024-11-20,3110.5634765625,3155.08154296875,3034.72509765625,3069.798828125,94694457.0,STETH-USD
2024-11-21,3069.857421875,3383.6943359375,3036.9189453125,3360.171630859375,147668725.0,STETH-USD
2024-11-22,3360.199951171875,3423.550048828125,3275.142333984375,3327.943115234375,94501239.0,STETH-USD
2024-11-23,3327.943115234375,3496.110107421875,3320.635498046875,3396.6806640625,82113232.0,STETH-USD
2024-11-24,3396.67919921875,3447.460205078125,3292.025390625,3360.260009765625,68298610.0,STETH-USD
2024-11-25,3360.260009765625,3538.935302734375,3313.926513671875,3418.664794921875,113725486.0,STETH-USD
2024-11-26,3418.575927734375,3456.632568359375,3261.406982421875,3325.904052734375,119760086.0,STETH-USD
2024-11-27,3325.904052734375,3681.106201171875,3307.55810546875,3660.118896484375,150785991.0,STETH-USD
2024-11-28,3660.004638671875,3661.010498046875,3534.957275390625,3580.141357421875,112624140.0,STETH-USD
2024-11-29,3580.085205078125,3644.4111328125,3542.186279296875,3592.688720703125,59876409.0,STETH-USD
2024-11-30,3592.688720703125,3735.488037109375,3576.359619140625,3708.5712890625,106150034.0,STETH-USD
2024-12-01,3708.5712890625,3740.03857421875,3663.389892578125,3710.36279296875,85572824.0,STETH-USD
2024-12-02,3710.363525390625,3759.201171875,3569.669677734375,3637.074951171875,164826153.0,STETH-USD
2024-12-03,3637.07666015625,3662.427734375,3534.202880859375,3623.75830078125,102809023.0,STETH-USD
2024-12-04,3623.68798828125,3887.34033203125,3621.780029296875,3837.695068359375,125142058.0,STETH-USD
2024-12-05,3837.647705078125,3952.57275390625,3767.654052734375,3810.383544921875,183996509.0,STETH-USD
2024-12-06,3791.926025390625,4087.057373046875,3787.807861328125,4006.650146484375,137598130.0,STETH-USD
2024-12-07,4006.564208984375,4023.06396484375,3975.1328125,4002.0009765625,99989163.0,STETH-USD
2024-12-08,4003.154052734375,4008.57470703125,3931.943603515625,4005.913330078125,84262596.0,STETH-USD
2024-12-09,4010.754150390625,4010.82177734375,3598.134033203125,3719.809814453125,205946053.0,STETH-USD
2024-12-10,3719.809326171875,3815.067138671875,3521.658447265625,3630.8173828125,291237175.0,STETH-USD
2024-12-11,3630.8173828125,3840.779052734375,3571.25390625,3828.718017578125,117551921.0,STETH-USD
2024-12-12,3828.763671875,3980.474853515625,3799.556396484375,3881.640625,264219475.0,STETH-USD
2024-12-13,3881.609130859375,3958.411376953125,3853.587158203125,3904.510986328125,141814576.0,STETH-USD
2024-12-14,3904.4931640625,3934.758544921875,3825.08251953125,3861.752685546875,358187252.0,STETH-USD
2024-12-15,3861.752685546875,3961.637451171875,3830.012939453125,3955.45703125,171887428.0,STETH-USD
2024-12-16,3955.55224609375,4092.33837890625,3882.753662109375,3982.91943359375,168913959.0,STETH-USD
2024-12-17,3982.869140625,4031.036865234375,3852.64404296875,3878.924560546875,159247723.0,STETH-USD
2024-12-18,3878.955078125,3895.99365234375,3620.027099609375,3620.027099609375,142085864.0,STETH-USD
2024-12-19,3619.95166015625,3701.989990234375,3337.768310546875,3419.622314453125,168352318.0,STETH-USD
2024-12-20,3419.409912109375,3488.6591796875,3097.55224609375,3466.17138671875,182020753.0,STETH-USD
2024-12-21,3466.197998046875,3547.120361328125,3292.212158203125,3333.267822265625,98523095.0,STETH-USD
2024-12-22,3333.26708984375,3391.78271484375,3221.918212890625,3271.845703125,154490922.0,STETH-USD
2024-12-23,3271.8974609375,3451.926025390625,3219.96044921875,3409.89794921875,134715672.0,STETH-USD
2024-12-24,3409.8974609375,3523.905517578125,3355.057373046875,3490.38916015625,122352277.0,STETH-USD
2024-12-25,3490.380615234375,3534.294677734375,3440.21826171875,3492.960693359375,142076560.0,STETH-USD
2024-12-26,3492.958740234375,3506.085693359375,3304.2080078125,3326.8505859375,161485563.0,STETH-USD
2024-12-27,3326.8935546875,3427.322998046875,3301.24169921875,3326.5234375,85623551.0,STETH-USD
2024-12-28,3326.5234375,3412.1123046875,3316.76904296875,3397.0390625,52211098.0,STETH-USD
2024-12-29,3397.049560546875,3403.9677734375,3322.67578125,3353.07275390625,50538116.0,STETH-USD
2024-12-30,3353.069580078125,3422.4775390625,3300.7470703125,3355.43212890625,78125196.0,STETH-USD
2024-12-31,3355.431640625,3438.08447265625,3310.4345703125,3333.155029296875,65550819.0,STETH-USD
2025-01-01,3333.155029296875,3362.885498046875,3313.7373046875,3351.809814453125,27647565.0,STETH-USD
2025-01-02,3351.809814453125,3486.46923828125,3347.60791015625,3445.5224609375,45965565.0,STETH-USD
2025-01-03,3445.507080078125,3620.508544921875,3420.228271484375,3602.4833984375,40790963.0,STETH-USD
2025-01-04,3602.484375,3666.3173828125,3573.7021484375,3656.95361328125,38002280.0,STETH-USD
2025-01-05,3656.95361328125,3664.632080078125,3593.816650390625,3634.293212890625,34903971.0,STETH-USD
2025-01-06,3634.29736328125,3736.6123046875,3619.269287109375,3684.18798828125,60327889.0,STETH-USD
2025-01-07,3684.173095703125,3694.551513671875,3357.198486328125,3376.739501953125,65793191.0,STETH-USD
2025-01-08,3376.739501953125,3409.304443359375,3217.554931640625,3323.943359375,47226075.0,STETH-USD
2025-01-09,3323.943359375,3352.531494140625,3165.626953125,3216.9306640625,59358866.0,STETH-USD
2025-01-10,3216.9306640625,3317.4462890625,3196.08544921875,3267.850830078125,52875135.0,STETH-USD
2025-01-11,3267.850830078125,3315.18115234375,3220.38330078125,3279.61083984375,24175730.0,STETH-USD
2025-01-12,3279.61083984375,3294.926513671875,3223.8369140625,3264.9599609375,21774866.0,STETH-USD
2025-01-13,3265.02685546875,3328.687744140625,2983.989990234375,3133.35546875,113626669.0,STETH-USD
2025-01-14,3133.35546875,3247.015380859375,3125.524169921875,3221.764892578125,52410176.0,STETH-USD
2025-01-15,3221.764404296875,3462.0771484375,3184.735595703125,3446.8603515625,31907220.0,STETH-USD
2025-01-16,3446.87255859375,3449.53955078125,3277.3447265625,3300.98095703125,48398870.0,STETH-USD
2025-01-17,3300.98095703125,3517.01171875,3299.96875,3474.118408203125,49306793.0,STETH-USD
2025-01-18,3474.118408203125,3486.845703125,3229.814453125,3303.01123046875,135534418.0,STETH-USD
2025-01-19,3302.900634765625,3434.054931640625,3120.897705078125,3207.24853515625,232190353.0,STETH-USD
2025-01-20,3207.061767578125,3412.73388671875,3152.664306640625,3269.318115234375,142039964.0,STETH-USD
2025-01-21,3269.564453125,3352.30224609375,3209.333740234375,3316.991943359375,117806821.0,STETH-USD
2025-01-22,3316.9921875,3354.351806640625,3223.96923828125,3236.255615234375,110454754.0,STETH-USD
2025-01-23,3236.233154296875,3334.39599609375,3186.621826171875,3333.453125,46060123.0,STETH-USD
2025-01-24,3332.552734375,3413.585205078125,3280.90869140625,3304.290771484375,54594340.0,STETH-USD
2025-01-25,3304.290771484375,3344.03857421875,3269.99755859375,3311.79541015625,56190703.0,STETH-USD
2025-01-26,3311.818359375,3347.927734375,3232.58837890625,3232.58837890625,32960360.0,STETH-USD
2025-01-27,3232.58837890625,3245.95947265625,3022.734130859375,3169.81201171875,78559222.0,STETH-USD
2025-01-28,3169.81201171875,3214.470458984375,3044.682861328125,3072.75634765625,106827232.0,STETH-USD
2025-01-29,3072.75634765625,3170.462890625,3072.2109375,3110.53955078125,53893526.0,STETH-USD
2025-01-30,3110.588623046875,3276.44677734375,3094.126220703125,3245.31591796875,57317207.0,STETH-USD
2025-01-31,3245.3037109375,3423.0517578125,3213.929931640625,3293.47900390625,60605725.0,STETH-USD
2025-02-01,3293.453857421875,3323.064453125,3103.7099609375,3114.39794921875,42700513.0,STETH-USD
2025-02-02,3114.39794921875,3158.030029296875,2800.217529296875,2848.858154296875,91140506.0,STETH-USD
2025-02-03,2848.858154296875,2883.980224609375,2206.75244140625,2871.386474609375,861793282.0,STETH-USD
2025-02-04,2871.523193359375,2875.5849609375,2633.5146484375,2725.470947265625,156558805.0,STETH-USD
2025-02-05,2725.301513671875,2816.415283203125,2707.403564453125,2783.543701171875,96380822.0,STETH-USD
2025-02-06,2783.540771484375,2856.2822265625,2667.460693359375,2681.824462890625,58182071.0,STETH-USD
2025-02-07,2681.824462890625,2792.555419921875,2565.251953125,2618.87451171875,129506094.0,STETH-USD
2025-02-08,2618.9814453125,2658.44189453125,2591.5205078125,2631.135986328125,97152236.0,STETH-USD
2025-02-09,2631.129150390625,2679.035888671875,2537.005615234375,2628.791259765625,106052882.0,STETH-USD
2025-02-10,2628.791259765625,2688.0439453125,2569.72021484375,2657.64697265625,46961424.0,STETH-USD
2025-02-11,2657.684326171875,2721.3076171875,2586.390869140625,2600.19384765625,88802368.0,STETH-USD
2025-02-12,2600.193115234375,2777.180419921875,2566.071044921875,2737.08203125,153698752.0,STETH-USD
2025-02-13,2737.099609375,2751.43896484375,2618.341552734375,2673.83154296875,43191656.0,STETH-USD
2025-02-14,2673.83154296875,2785.9765625,2667.8173828125,2722.614501953125,54329963.0,STETH-USD
2025-02-15,2722.613525390625,2735.107666015625,2679.810791015625,2692.255859375,18861954.0,STETH-USD
2025-02-16,2692.255859375,2718.95458984375,2659.743408203125,2661.474365234375,23417572.0,STETH-USD
2025-02-17,2661.885986328125,2842.3330078125,2651.438720703125,2741.674560546875,52589150.0,STETH-USD
2025-02-18,2741.674560546875,2750.118896484375,2612.500732421875,2666.78662109375,46544515.0,STETH-USD
2025-02-19,2666.787841796875,2732.181884765625,2656.02783203125,2716.363037109375,13625362.0,STETH-USD
2025-02-20,2716.360595703125,2764.727783203125,2711.372314453125,2739.568359375,31823404.0,STETH-USD
2025-02-21,2739.55322265625,2839.3037109375,2613.471923828125,2653.437744140625,538316212.0,STETH-USD
2025-02-22,2653.437744140625,2780.87841796875,2651.749755859375,2757.7275390625,101252848.0,STETH-USD
2025-02-23,2756.227294921875,2824.875244140625,2741.865478515625,2816.877197265625,24187702.0,STETH-USD
2025-02-24,2816.877197265625,2824.82470703125,2502.33935546875,2508.526611328125,105267887.0,STETH-USD
2025-02-25,2508.74560546875,2520.57421875,2340.501220703125,2498.60791015625,164368911.0,STETH-USD
2025-02-26,2498.6083984375,2499.265625,2266.44189453125,2327.31396484375,56413097.0,STETH-USD
2025-02-27,2327.31396484375,2372.012939453125,2234.115478515625,2302.248779296875,39899891.0,STETH-USD
2025-02-28,2302.2060546875,2306.102294921875,2077.733642578125,2232.108154296875,240912801.0,STETH-USD
2025-03-01,2232.34326171875,2273.723388671875,2144.7490234375,2210.436279296875,85535164.0,STETH-USD
2025-03-02,2210.51904296875,2536.28271484375,2181.03466796875,2515.016845703125,64092970.0,STETH-USD
2025-03-03,2515.016845703125,2515.233154296875,2100.936767578125,2146.775390625,97497537.0,STETH-USD
2025-03-04,2147.152099609375,2203.428466796875,2011.42333984375,2173.548583984375,79695939.0,STETH-USD
2025-03-05,2173.562255859375,2259.27783203125,2157.235595703125,2241.775634765625,63907557.0,STETH-USD
2025-03-06,2241.8505859375,2317.43408203125,2182.142578125,2205.930419921875,75361443.0,STETH-USD
2025-03-07,2205.930419921875,2238.96435546875,2111.993896484375,2137.61669921875,74546737.0,STETH-USD
2025-03-08,2137.604248046875,2226.95361328125,2113.982177734375,2200.38037109375,37483459.0,STETH-USD
2025-03-09,2200.369140625,2208.30615234375,1999.628173828125,2015.912109375,52725224.0,STETH-USD
2025-03-10,2015.8314208984375,2138.693359375,1828.2633056640625,1870.114501953125,133202221.0,STETH-USD
2025-03-11,1869.4918212890625,1953.6339111328125,1777.262939453125,1916.96337890625,87870323.0,STETH-USD
2025-03-12,1916.94873046875,1946.630615234375,1837.96435546875,1905.024658203125,135719640.0,STETH-USD
2025-03-13,1905.0328369140625,1911.9486083984375,1824.5399169921875,1860.6876220703125,70630952.0,STETH-USD
2025-03-14,1860.6947021484375,1936.412109375,1859.3642578125,1909.9981689453125,17856636.0,STETH-USD
2025-03-15,1909.8072509765625,1949.7445068359375,1905.12744140625,1936.833740234375,20162525.0,STETH-USD
2025-03-16,1936.810791015625,1938.09423828125,1869.82666015625,1886.0252685546875,16602787.0,STETH-USD
2025-03-17,1886.00390625,1945.9781494140625,1882.6795654296875,1926.2998046875,25811474.0,STETH-USD
2025-03-18,1926.3006591796875,1930.601318359375,1874.6209716796875,1929.3558349609375,51453127.0,STETH-USD
2025-03-19,1929.33984375,2063.0078125,1926.9881591796875,2056.089111328125,72818376.0,STETH-USD
2025-03-20,2056.193603515625,2061.57568359375,1951.66796875,1979.5980224609375,13073661.0,STETH-USD
2025-03-21,1979.8544921875,1992.638427734375,1938.3179931640625,1964.146484375,10789267.0,STETH-USD
2025-03-22,1964.240966796875,2002.9134521484375,1964.2332763671875,1975.3177490234375,3467216.0,STETH-USD
2025-03-23,1975.901611328125,2019.555419921875,1973.6019287109375,2000.4339599609375,15259321.0,STETH-USD
2025-03-24,2006.378173828125,2098.484130859375,1972.2303466796875,2072.73583984375,15124837.0,STETH-USD
2025-03-25,2072.572509765625,2090.11083984375,2040.677490234375,2064.7666015625,8990594.0,STETH-USD
2025-03-26,2064.7666015625,2077.809814453125,1981.7503662109375,2000.9498291015625,7985338.0,STETH-USD
2025-03-27,2000.28515625,2032.3831787109375,1984.038330078125,2000.2838134765625,14528847.0,STETH-USD
