Date,Actual,Predicted,Signal
2025-06-30,,0.6116080682236823,Hold
2025-07-01,,0.6268466214194656,Buy
2025-07-02,,0.6300382426317246,Buy
2025-07-03,,0.6322263657727409,Buy
2025-07-04,,0.6306692045096838,Sell
2025-07-05,,0.6272900117429948,Sell
2025-07-06,,0.627761102520284,Buy
2025-07-07,,0.6287547624224706,Buy
2025-07-08,,0.6287141224855466,Sell
2025-07-09,,0.6287175032837048,Buy
2025-07-10,,0.6287581432206288,Buy
2025-07-11,,0.6290412543274105,Buy
2025-07-12,,0.6290412543274105,Hold
2025-07-13,,0.6290412543274105,Hold
2025-07-14,,0.6290412543274105,Hold
2025-07-15,,0.6290412543274105,Hold
2025-07-16,,0.6290412543274105,Hold
2025-07-17,,0.6290412543274105,Hold
2025-07-18,,0.6290412543274105,Hold
2025-07-19,,0.6290412543274105,Hold
2025-07-20,,0.6290412543274105,Hold
2025-07-21,,0.6290412543274105,Hold
2025-07-22,,0.6290412543274105,Hold
2025-07-23,,0.6290412543274105,Hold
2025-07-24,,0.6290412543274105,Hold
2025-07-25,,0.6290412543274105,Hold
2025-07-26,,0.6290412543274105,Hold
2025-07-27,,0.6290412543274105,Hold
2025-07-28,,0.6290412543274105,Hold
2025-07-29,,0.6290412543274105,Hold
