Coin,RMSE,MAE,MAPE,R2
BETH-USD,153.79498649793135,108.75248660862864,4.921802971411285,0.7939963561500455
BTC-USD,3959.2570512582943,3248.7221260898214,3.098406336932806,0.5147342847848143
ADA-USD,0.04387693713099529,0.033084057772803384,4.884183117816021,0.6452903455706107
BCH-USD,19.757131515000477,16.19809413062202,3.853250883427666,0.7856809655335903
