Date,Actual,Predicted,Signal
2025-06-30,,513.2778991699219,Hold
2025-07-01,,516.5007250976563,Buy
2025-07-02,,519.0932479858399,Buy
2025-07-03,,520.9084194946289,Buy
2025-07-04,,521.8180938720703,Buy
2025-07-05,,522.6317822265624,Buy
2025-07-06,,522.8174600219727,Buy
2025-07-07,,523.0379202270508,Buy
2025-07-08,,523.0379202270508,Hold
2025-07-09,,523.0379202270508,Hold
2025-07-10,,523.0379202270508,Hold
2025-07-11,,523.0379202270508,Hold
2025-07-12,,523.0379202270508,Hold
2025-07-13,,523.0379202270508,Hold
2025-07-14,,523.0379202270508,Hold
2025-07-15,,523.0379202270508,Hold
2025-07-16,,523.0379202270508,Hold
2025-07-17,,523.0379202270508,Hold
2025-07-18,,523.0379202270508,Hold
2025-07-19,,523.0379202270508,Hold
2025-07-20,,523.0379202270508,Hold
2025-07-21,,523.0379202270508,Hold
2025-07-22,,523.0379202270508,Hold
2025-07-23,,523.0379202270508,Hold
2025-07-24,,523.0379202270508,Hold
2025-07-25,,523.0379202270508,Hold
2025-07-26,,523.0379202270508,Hold
2025-07-27,,523.0379202270508,Hold
2025-07-28,,523.0379202270508,Hold
2025-07-29,,523.0379202270508,Hold
